event_file;eeg_file;total_votes_received;fraction_of_yes;Mode
Bonobo04390_0_8576;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8579;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8580;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8581;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8582;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8583;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8584;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8620;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8621;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8622;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8623;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8624;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8625;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8626;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8627;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8628;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8632;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8634;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8637;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8638;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_8639;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8640;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8641;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8642;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_8664;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8665;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_8667;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_8668;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8669;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8776;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8778;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8779;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8807;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8808;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8812;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8813;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8814;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8818;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8819;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8820;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8821;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8827;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8828;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8832;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8837;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8909;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8910;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_8911;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8912;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8914;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8915;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8923;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8924;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8925;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8929;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8930;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8936;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8944;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8945;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_8950;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9008;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9009;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9010;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9011;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9012;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9016;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9017;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9018;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9019;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9020;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9021;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9022;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9023;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9024;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9025;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9026;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9028;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9029;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9030;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9031;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9032;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9033;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9034;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9035;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9036;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9041;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9042;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9043;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9044;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9046;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9047;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9048;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9049;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9050;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9051;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9052;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9053;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9054;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9056;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9057;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9058;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9059;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9060;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9065;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9066;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9067;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9071;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9074;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9080;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9082;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9083;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9100;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9120;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9122;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9123;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9132;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9133;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9134;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9135;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9136;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9137;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9138;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9139;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9140;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9141;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9142;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9143;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9145;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9149;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9150;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9151;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9154;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9155;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9156;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9157;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9158;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9159;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9161;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9162;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9167;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9168;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9184;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9185;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9186;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9187;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9188;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9196;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9197;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9198;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9203;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9204;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9211;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9245;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9254;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9255;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9256;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9261;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9262;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9265;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9266;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9267;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9269;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9272;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9273;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9279;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9280;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9281;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9282;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9283;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9284;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9285;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9287;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9290;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9293;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9294;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9297;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9298;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9299;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9300;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9303;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9304;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9305;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9306;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9307;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9308;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9310;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9311;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9312;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9313;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9314;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9315;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9316;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9317;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9318;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9320;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9321;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9322;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9323;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9324;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9325;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9326;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9328;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9329;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9331;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9332;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9333;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9334;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9336;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9337;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9341;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9342;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9349;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9350;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9352;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9353;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9357;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9358;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9359;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9366;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9367;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9368;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9369;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9374;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9375;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9376;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9377;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9378;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9379;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9380;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9382;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9383;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9390;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9397;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9398;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9399;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9400;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9402;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9403;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9404;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9405;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9406;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9407;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9408;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9414;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9415;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9419;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9420;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9421;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9422;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9423;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9426;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9427;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9428;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9431;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9432;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9437;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9498;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9499;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9500;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9501;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9503;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9504;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9505;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9510;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9511;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9512;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9513;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9514;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9515;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9516;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9521;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9522;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9523;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9524;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9526;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9527;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9528;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9530;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9531;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9533;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9537;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9542;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9543;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9545;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9546;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9547;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9560;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9561;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9564;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9565;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9573;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9576;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9577;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9579;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9586;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9587;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9588;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9596;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9605;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9616;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9617;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9628;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9633;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9634;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9635;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9636;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9637;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9638;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9640;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9641;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9642;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9670;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9671;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9672;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9673;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9674;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9676;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9677;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9697;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9698;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9701;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9702;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9704;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9705;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9706;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9708;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9709;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9710;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9718;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9719;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9720;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9721;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9722;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9723;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9729;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9730;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9731;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9737;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9738;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9739;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9755;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9758;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9759;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9760;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9772;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9776;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9777;Bonobo04390_0;2;0.5;Train
Bonobo04390_0_9778;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9786;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9788;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9793;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9794;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9798;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9799;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9800;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9802;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9804;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9805;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9807;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9808;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9812;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9813;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9814;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9815;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9816;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9817;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9818;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9819;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9820;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9821;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9847;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9851;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9852;Bonobo04390_0;2;1.0;Train
Bonobo04390_0_9856;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9857;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9858;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9859;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9860;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9861;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9866;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9867;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9869;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9870;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9871;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9872;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9878;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9879;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9880;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9883;Bonobo04390_0;2;0.0;Train
Bonobo04390_0_9884;Bonobo04390_0;2;0.0;Train
Bonobo04400_0_3554;Bonobo04400_0;1;0.0;Train
Bonobo04400_0_3575;Bonobo04400_0;1;0.0;Train
Bonobo04405_0_1987;Bonobo04405_0;1;0.0;Train
Bonobo04406_0_3574;Bonobo04406_0;1;1.0;Val
Bonobo04430_0_3017;Bonobo04430_0;2;0.0;Train
Bonobo04430_0_3051;Bonobo04430_0;2;0.0;Train
Bonobo04430_0_3425;Bonobo04430_0;2;0.0;Train
Bonobo04430_0_3426;Bonobo04430_0;2;0.0;Train
Bonobo04430_0_3497;Bonobo04430_0;2;0.0;Train
Bonobo04430_0_35;Bonobo04430_0;2;0.0;Train
Bonobo04430_0_3706;Bonobo04430_0;2;0.0;Train
Bonobo04431_0_680;Bonobo04431_0;1;0.0;Train
Bonobo04433_0_5234;Bonobo04433_0;1;0.0;Test
Bonobo04433_1_20975;Bonobo04433_1;2;1.0;Test
Bonobo04433_1_21855;Bonobo04433_1;1;0.0;Test
Bonobo04433_1_21897;Bonobo04433_1;1;0.0;Test
Bonobo04433_1_21928;Bonobo04433_1;1;0.0;Test
Bonobo04433_1_21931;Bonobo04433_1;1;0.0;Test
Bonobo04433_1_22191;Bonobo04433_1;1;0.0;Test
Bonobo04433_1_24983;Bonobo04433_1;1;0.0;Test
Bonobo04433_1_31211;Bonobo04433_1;2;0.0;Test
Bonobo04433_1_8939;Bonobo04433_1;1;0.0;Test
Bonobo04433_2_24966;Bonobo04433_2;1;0.0;Test
Bonobo04433_2_32355;Bonobo04433_2;1;0.0;Test
Bonobo04433_2_38932;Bonobo04433_2;1;1.0;Test
Bonobo04433_2_42621;Bonobo04433_2;1;0.0;Test
Bonobo04433_2_43094;Bonobo04433_2;1;0.0;Test
Bonobo04433_2_44083;Bonobo04433_2;1;0.0;Test
Bonobo04433_2_4578;Bonobo04433_2;2;0.0;Test
Bonobo04433_2_51877;Bonobo04433_2;1;0.0;Test
Bonobo04433_3_11555;Bonobo04433_3;1;1.0;Test
Bonobo04433_3_14487;Bonobo04433_3;1;0.0;Test
Bonobo04433_3_14659;Bonobo04433_3;2;0.5;Test
Bonobo04433_3_15712;Bonobo04433_3;1;0.0;Test
Bonobo04433_3_15822;Bonobo04433_3;1;0.0;Test
Bonobo04433_3_17295;Bonobo04433_3;1;1.0;Test
Bonobo04433_3_1769;Bonobo04433_3;2;0.0;Test
Bonobo04433_3_19125;Bonobo04433_3;1;1.0;Test
Bonobo04433_3_19700;Bonobo04433_3;1;0.0;Test
Bonobo04433_3_20873;Bonobo04433_3;1;1.0;Test
Bonobo04433_3_21078;Bonobo04433_3;1;0.0;Test
Bonobo04433_3_22558;Bonobo04433_3;1;0.0;Test
Bonobo04433_3_2418;Bonobo04433_3;1;0.0;Test
Bonobo04433_3_27772;Bonobo04433_3;1;1.0;Test
Bonobo04433_3_28781;Bonobo04433_3;1;1.0;Test
Bonobo04433_3_2953;Bonobo04433_3;1;0.0;Test
